Ref,Val,Package,PosX,PosY,Rot,Side
"R119","120","R_0402_1005Metric",236.529352,-206.342400,180.000000,top
"R120","5.1k","R_0402_1005Metric",244.240000,-172.110000,0.000000,top
"R121","120","R_0402_1005Metric",236.529352,-200.942400,0.000000,top
"R122","5m","R_1206_3216Metric",204.929352,-206.362400,0.000000,top
"R123","5m","R_1206_3216Metric",204.929352,-208.722400,180.000000,top
"R124","5m","R_1206_3216Metric",204.929352,-203.342400,0.000000,top
"R125","5m","R_1206_3216Metric",204.929352,-200.962400,180.000000,top
"R126","5m","R_1206_3216Metric",204.929352,-195.562400,0.000000,top
"R127","5m","R_1206_3216Metric",204.929352,-197.962400,180.000000,top
"R128","1k","R_0402_1005Metric",263.340000,-227.610000,0.000000,top
"R129","1k","R_0402_1005Metric",261.240000,-227.610000,0.000000,top
"R130","1k","R_0402_1005Metric",259.940000,-226.010000,-90.000000,top
"R131","1k","R_0402_1005Metric",259.940000,-224.010000,-90.000000,top
"R132","10k","R_0402_1005Metric",244.540000,-182.710000,-90.000000,top
"R133","10k","R_0402_1005Metric",243.540000,-182.710000,-90.000000,top
"R134","1k","R_0402_1005Metric",262.440000,-203.610000,0.000000,top
"R135","10k","R_0402_1005Metric",262.940000,-169.710000,0.000000,top
"R136","1k","R_0402_1005Metric",257.040000,-167.510000,180.000000,top
"R137","0","R_0402_1005Metric",260.540000,-169.110000,-90.000000,top
"R138","5.1k","R_0402_1005Metric",243.040000,-144.510000,0.000000,top
"R139","5.1k","R_0402_1005Metric",231.940000,-152.810000,0.000000,top
"R140","5.1k","R_0402_1005Metric",231.940000,-212.710000,0.000000,top
"R141","10k","R_0402_1005Metric",242.140000,-148.010000,0.000000,top
"R142","10k","R_0402_1005Metric",240.940000,-169.110000,0.000000,top
"R143","10k","R_0402_1005Metric",242.340000,-171.110000,0.000000,top
"R144","1k","R_0402_1005Metric",245.840000,-173.960000,90.000000,top
"R145","1k","R_0402_1005Metric",246.790000,-173.960000,90.000000,top
"R146","10k","R_0402_1005Metric",238.740000,-56.910000,0.000000,top
"R147","0","R_0402_1005Metric",244.240000,-174.410000,180.000000,top
"R148","10k","R_0402_1005Metric",244.240000,-175.510000,0.000000,top
"R149","0","R_0402_1005Metric",244.240000,-173.310000,0.000000,top
"R150","10k","R_0402_1005Metric",197.500000,-253.700000,-90.000000,top
"R151","120","R_0402_1005Metric",252.400000,-119.700000,-90.000000,top
"R152","1k","R_0402_1005Metric",196.400000,-253.700000,90.000000,top
"R153","0","R_0402_1005Metric",224.300000,-58.600000,-90.000000,top
"R154","0","R_0402_1005Metric",222.800000,-57.100000,180.000000,top
"R155","0","R_0402_1005Metric",222.800000,-55.600000,180.000000,top
"R156","0","R_0402_1005Metric",226.400000,-54.900000,0.000000,top
"U1","STM32G473QET6","QFP40P1600X1600X160-128N",251.340000,-158.910000,-135.000000,top
"U3","MAX13433EESD","SOIC-14_3.9x8.7mm_P1.27mm",254.440000,-51.310000,180.000000,top
"U4","MAX13433EESD","SOIC-14_3.9x8.7mm_P1.27mm",244.140000,-51.310000,180.000000,top
"U5","CA_IS3741HW","SOIC-16W_7.5x10.3mm_P1.27mm",257.940000,-64.410000,90.000000,top
"U6","TLV75733PDBV","SOT-23-5",246.900000,-99.800000,0.000000,top
"U7","CA_IS3741HW","SOIC-16W_7.5x10.3mm_P1.27mm",247.140000,-64.410000,90.000000,top
"U8","CA_IS3741HW","SOIC-16W_7.5x10.3mm_P1.27mm",236.340000,-64.410000,90.000000,top
"U9","74LVC1G126","SOT-353_SC-70-5",260.140000,-54.210000,90.000000,top
"U10","TPS54202DDC","SOT-23-6",214.027500,-51.910000,0.000000,top
"U12","OPA4323IPWR","TSSOP-14_4.4x5mm_P0.65mm",254.412500,-85.530000,-90.000000,top
"U13","OPA4323IPWR","TSSOP-14_4.4x5mm_P0.65mm",254.466725,-133.554100,-90.000000,top
"U14","OPA4323IPWR","TSSOP-14_4.4x5mm_P0.65mm",254.862500,-193.407499,-90.000000,top
"U15","PC-817S1-CTP1-F","DIP-4_W7.62mm_SMDSocket_SmallPads",249.640000,-209.910000,90.000000,top
"U16","PC-817S1-CTP1-F","DIP-4_W7.62mm_SMDSocket_SmallPads",255.640000,-209.910000,90.000000,top
"U19","PC-817S1-CTP1-F","DIP-4_W7.62mm_SMDSocket_SmallPads",261.640000,-209.910000,-90.000000,top
"U20","LNK306D","PowerIntegrations_SO-8C",193.100000,-251.300000,-90.000000,top
"U21","TLV75733PDBV","SOT-23-5",246.900000,-105.600000,0.000000,top
"X1","16Mhz","Oscillator_SMD_SeikoEpson_SG8002CE-4Pin_3.2x2.5mm",262.440000,-165.410000,90.000000,top
